,smiles,hepatotoxicity,mito_toxicity
720,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,1,1.0
3458,Cl[C@@]12[C@@]3(Cl)[C@]4(Cl)[C@@]5(Cl)[C@@](Cl)([C@@]1(Cl)C4(Cl)Cl)[C@]2(Cl)C(=O)[C@@]35Cl,1,1.0
757,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,0,0.0
2112,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(c5ccccc5)NC(=O)OC(C)(C)C)O)O)OC(=O)c6ccccc6)(CO4)OC(=O)C)O)C)O,1,1.0
4015,CN1CCN(C=C2N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,1,0.0
4909,N12c3c(cccc3)Cc3ccccc3C1CN(CC2)C,1,0.0
4121,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1,0.0
4411,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2cc1O,0,1.0
596,C=C1CC(=CC)C(=O)OC2CC[N+]3([O-])CC=C(COC(=O)C1(C)O)C23,1,0.0
2576,Cc1ccccc1OC(CCNC)c2ccccc2,1,0.0
1068,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,0,0.0
1942,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)Cc4ccccc4)NC(=O)C5CN(C6Cc7c[nH]c8c7c(ccc8)C6=C5)C,0,1.0
1647,CC(C)NCC(c1ccc(cc1)NS(=O)(=O)C)O,1,0.0
4383,COc1cc2c(cc1O)OC1c3ccc(O)cc3OCC21,0,1.0
1700,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,1,1.0
5139,NNC(=O)c1ccncc1,1,1.0
86,C1COCCO1,1,0.0
2473,Cc1ccc(c(c1)OCCCC(C)(C)C(=O)O)C,1,0.0
1029,c1ccc2c(c1)C3=NCCN3C2(c4ccc(cc4)Cl)O,0,0.0
2534,Cc1ccc2c(c1Sc3ccncc3)c(=O)nc([nH]2)N,1,0.0
3656,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,1,1.0
4837,N=C(N)NN=Cc1c(Cl)cccc1Cl,0,0.0
1200,CC(=O)Nc1ccc(C=NNC(N)=S)cc1,1,0.0
2025,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-],1,0.0
621,C=C1CCCC2(C)CCC(C(C)(C)O)CC12,0,1.0
5829,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,0,1.0
566,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2CC2)CC(O)CC1O,0,1.0
1837,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12,1,0.0
1334,CC(=S)N,0,0.0
3303,CCNC(C)Cc1cccc(C(F)(F)F)c1,0,0.0
2099,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,1,1.0
2688,CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,0,1.0
2197,CC12CCC(CC1=O)C2(C)C,1,0.0
6157,OCc1ccn2c1C(O)CC2,1,0.0
4050,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1,0,0.0
745,c1c(c(=O)[nH]c(=O)[nH]1)N(CCCl)CCCl,1,0.0
195,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)/C(=N/O)/N,1,0.0
3529,Clc1c(S(=O)(=O)N)cc2c(N[C@@H](NC2=O)CC)c1,1,0.0
6107,Oc1cc2[C@]3([C@H]([C@H](N(CC3)CC=C(C)C)Cc2cc1)C)C,0,0.0
5244,O(C(=O)NC[C@@H]1C[C@H]2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)Cc1ccccc1,1,0.0
802,c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O,1,1.0
5951,O1[C@@H]2[C@H]([C@@H](N[C@H]1COCCOC)[C@@H](C[C@@](O)([C@H](O[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C)[C@H]([C@H](O[C@@H]1O[C@H]([C@H](O)[C@](OC)(C1)C)C)[C@H](C(=O)O[C@@H]([C@]2(O)C)CC)C)C)C)C)C,1,0.0
4236,COc1c(C)c(O)c(C)c(O)c1C(=O)C=Cc1ccccc1,0,1.0
3699,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,1,0.0
5643,O=C(O)CCCCCCCCCCC1C=CCC1,1,0.0
644,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,1,1.0
5664,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,0,1.0
6339,S1[C@H]2N([C@H](C1(C)C)C(=O)O[C@@H](OC(=O)OCC)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1,0,0.0
5138,NN=C(N)N,0,0.0
4442,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1,0,1.0
120,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,1,0.0
1777,CC(Cl)Cl,1,0.0
5487,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1,0.0
5149,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)(Cl)Cl)NS2(=O)=O,1,0.0
2135,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,0,0.0
3153,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,0,0.0
6133,Oc1cccc2cccnc12,1,1.0
134,CC[N+](C)(C)Cc1ccccc1Br,0,1.0
4901,N12[C@@H](c3c(Cc4c1cccc4)cccc3)CN=C2N,0,0.0
2821,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,0,1.0
2569,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0.0
62,C1=CN=CC=C1C(=O)NN,1,0.0
4173,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C.Cl,1,0.0
6227,S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@H]1CCOC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,0,0.0
2893,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,1,0.0
4481,COc1ccc(OC)c(C(O)C(C)N)c1.Cl,0,0.0
679,C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,0,0.0
3107,CCCCCN=C(N)NNC=C1C=Nc2c1cc(cc2)CO,1,1.0
741,c1c([nH]cn1)CCN,0,0.0
1211,CC(=O)Nc1nnc(s1)S(=O)(=O)N,1,0.0
6120,Oc1ccc(CCCCNCC(O)c2ccc(O)c(O)c2)cc1,0,0.0
4368,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)C2,1,1.0
567,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC=CC(O)(CC)CC)CC(O)CC1O,1,1.0
1873,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,0.0
4523,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,1,0.0
1717,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,0,0.0
1392,CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1,1.0
4912,N12CN3CN(C1)CN(C2)C3,1,0.0
2855,CCC1(CC(c2c(cc3c(c2O)C(=O)c4c(cccc4O)C3=O)C1C(=O)OC)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O,1,1.0
489,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],0,0.0
6034,OC(=O)[C@H]1NC[C@@H](C2CCCCC2)C1,1,0.0
690,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,1,1.0
2803,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,0,1.0
602,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,0,0.0
1911,CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,0,0.0
3548,Clc1cc2C(=N[C@@H](C(=O)Nc2cc1)C(=O)O)c1ccccc1,1,0.0
6073,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0,0.0
4532,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1,1.0
1187,CC(=O)Nc1c(c(c(c(c1I)NC(=O)C)I)C(=O)O)I,0,0.0
274,BrC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,0.0
4001,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0,0.0
1361,CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2,1,1.0
2436,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0,0.0
1526,CC(C)C(=O)CCC(C)C1C(O)CC2(C)C3CCC4C(C)(C)C(O)CCC45CC35C(O)CC12C,0,1.0
6186,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,0,1.0
5666,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,1,0.0
3737,CN(C)CCC=C1c2ccccc2COc2ccccc21,1,1.0
2728,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,0,0.0
2787,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O,0,0.0
6035,OC(=O)C[C@H](CC(C)C)CN,1,0.0
3470,Cl[Pt]Cl.N.N,1,0.0
945,c1ccc(cc1)C(c2ccccc2)(C(=O)OC3CC4CCC(C3)[N+]45CCCC5)O,0,0.0
5037,Nc1ccc(-c2ccc(N)cc2)cc1,1,1.0
4085,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3],0,0.0
2523,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CC(O)C5(C)C4CCC3(C)C1C2C,0,1.0
68,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,1,1.0
4687,FC1(F)CCC(C(=O)N[C@@H](CCN2[C@H]3C[C@H](n4c(nnc4C)C(C)C)C[C@@H]2CC3)c2ccccc2)CC1,1,1.0
5153,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,1,0.0
1598,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,1,0.0
4301,COc1cc(C=CC(=O)OC2C(O)C(COC(=O)C=Cc3cc(OC)c(O)c(OC)c3)OC2(COC(C)=O)OC2OC(COC(C)=O)C(OC(C)=O)C(O)C2OC(C)=O)ccc1O,0,1.0
5871,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,1,1.0
4149,COC(=O)C=C(C(=O)OC)C1c2c(cc(O)c(O)c2O)C(=O)OC1C(=O)OC,0,1.0
1503,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C,0,1.0
2399,Cc1cc(O)c2c(c1)C(C1c3cc(C)cc(O)c3C(=O)c3c(O)cc(O)cc31)c1cc(O)cc(O)c1C2=O,1,1.0
150,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,1,0.0
4369,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,1,1.0
2086,CC1=C(C(C(=C(N1)C)C(=O)OCC=Cc2ccccc2)c3cccc(c3)N(=O)=O)C(=O)OCCOC,1,1.0
5842,O=c1nc([nH]c2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O)c12)N,1,1.0
3968,CN1CCC(C1)CN2c3ccccc3Sc4c2cccc4,1,0.0
2357,Cc1cc(Br)c(O)c2ncccc12,1,1.0
859,c1cc(ccc1CSc2ccc(cc2)Cl)Cl,1,1.0
2310,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,1,0.0
3499,Clc1c([C@@H](OCc2ccsc2Cl)Cn2ccnc2)ccc(Cl)c1,0,0.0
2655,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1,0.0
366,C(CCCC(=O)O)CCCC(=O)O,0,0.0
1432,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,0,0.0
4477,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,1,0.0
1779,CC(CN(c1c(cc(c(c1I)N)I)I)C(=O)C)C(=O)O,0,0.0
4378,COc1cc2c(cc1O)C1C(O)C(O)C=C3CCN(C2)C31,1,0.0
2705,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],1,0.0
1818,CC(N)C(O)c1ccccc1.Cl,0,0.0
4076,CNC(C)(C)Cc1ccccc1,0,0.0
841,c1cc(ccc1C(CC(=O)O)CN)Cl,1,0.0
1189,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,1,0.0
175,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,0,0.0
6223,S(=O)(=O)(c1ccc(cc1)N1N=C(C=C1c1ccc(cc1)C)C(F)(F)F)N,1,0.0
2093,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,1,0.0
5078,Nc1nc(=S)c2[nH]cnc2[nH]1,1,0.0
3386,CCOC(=O)n1ccn(C)c1=S,1,0.0
3085,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1,0.0
1030,c1ccc2c(c1)CC(=O)c3ccccc3N2C(=O)N,1,1.0
2623,CC1NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O.NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC1=O,0,0.0
300,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,0,0.0
1472,CC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC(O)(CO)C2CC(=O)C(C)(O)C2C1,1,0.0
283,Brc1ccccc1,1,0.0
3796,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,0,0.0
4742,Ic1c(N(C[C@H](O)CN(c2c(I)c(c(I)c(c2I)C(=O)NC[C@H](O)CO)C(=O)NC[C@H](O)CO)C(=O)C)C(=O)C)c(I)c(c(I)c1C(=O)NC[C@H](O)CO)C(=O)NC[C@H](O)CO,0,0.0
5080,Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,1,0.0
1813,CC(N)C(=O)c1ccccc1,1,0.0
1271,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,0,1.0
5165,O([C@@H](C[N+](C)(C)C)C)C(=O)N,0,0.0
3388,CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3,1,0.0
5074,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,1,0.0
2008,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1,0.0
3625,Clc1ccc2nsnc2c1NC1=NCCN1,1,1.0
5345,O[C@@]1(C[C@H](NC(CO)CO)[C@H](O)[C@@H](O)[C@@H]1O)CO,1,0.0
5840,O=c1n2c(ncc1c1n[nH]nn1)c(ccc2)C,1,0.0
2656,Cc1nnc(s1)NS(=O)(=O)c2ccc(cc2)N,1,0.0
99,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N,1,0.0
3411,CCOc1ccc(cc1)CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,1,0.0
744,c1c(c(=O)[nH]c(=O)[nH]1)F,0,0.0
5936,O1[C@@H](c2ccccc2)C(=O)N=C1N,1,0.0
480,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)n2ccc(nc2=O)N)O)O,0,0.0
5033,Nc1ccc(C(=O)[O-])cc1.[K+],0,0.0
6234,S(=O)(=O)(N)c1s/c(=N\C(=O)C)/n(n1)C,0,0.0
4515,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,0,0.0
1157,CC(=O)CCC1C2CC3=C(C)C(=O)OC3(O)CC12C,0,1.0
1437,CC(C)(c1ccccc1CCC(c2cccc(c2)C=Cc3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O,0,1.0
6168,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O,0,1.0
402,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1,0.0
2195,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,0,0.0
949,c1ccc(cc1)C(c2ccccc2)S(=O)CC(=O)N,1,1.0
2067,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)c2ccccc2)C,1,0.0
4709,Fc1cc2CC[C@@H](Oc2cc1)[C@H](O)CNC[C@@H](O)[C@@H]1Oc2c(CC1)cc(F)cc2,1,0.0
668,C=CCc1ccccc1OCC(O)CNC(C)C,0,0.0
218,CN1C2=C(C3=CC=CC=C3S1(=O)=O)OC(=O)N(C2=O)C4=CC=CC=N4,1,1.0
1962,CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,1,0.0
2549,Cc1cccc(C)c1OCC(C)N,1,0.0
2917,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,1,1.0
2213,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,1,0.0
3375,CCOC(=O)C1Oc2ccc(Cl)cc2C(C)c2cc(Cl)ccc2O1,1,1.0
2333,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,0,0.0
5231,O(C(=O)C1=C(NC(=C([C@H]1c1c(cccc1)/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C)CC,1,1.0
4233,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,0,1.0
2145,CC1=CC2C(C(c3[nH]c4ccccc4c3CCN(C)C)C34CCN(C)C23Nc2ccccc24)C(C)(C)C1,0,1.0
777,C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N,0,0.0
4538,COc1ccccc1O,0,0.0
3231,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,1,0.0
3684,CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0,0.0
1491,CC(C)=C1CCCCC1=O,1,0.0
3618,Clc1ccc(n2c3c(nc4c2cccc4)cc(Nc2ccc(Cl)cc2)/c(=N/C(C)C)/c3)cc1,1,1.0
2582,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,0,0.0
5331,O[C@@](C1CCCCC1)(c1ccccc1)C(=O)OCC1=NCCCN1C,0,0.0
4789,N(C)(C)C(=N)N=C(N)N,1,0.0
3414,CCOc1ccc(NC(C)=O)cc1,1,0.0
517,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,1,1.0
4260,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1,1.0
3166,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,0,0.0
4381,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,1,1.0
6252,S(=O)(=O)(Nc1ccc([C@@H](O)CCCN(CCCCCCC)CC)cc1)C,0,0.0
2776,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,1,1.0
3080,CCCCCCCCCC=O,0,0.0
568,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,1,1.0
360,C(CC(=O)N)C(C(=O)O)N,1,0.0
2699,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1,0.0
759,C1C(C(C(C(N1CCO)CO)O)O)O,0,0.0
3770,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,1,0.0
6032,OC(=O)[C@H]1CC[C@H](CN)CC1,0,0.0
5201,O([C@H]1[C@H](N(C)C)[C@@H](O)[C@@H](O[C@@H]1C)O[C@H]1[C@H](C[C@H]([C@@H](OC(=O)C)/C=C/C=C/C[C@H](OC(=O)C[C@@H](OC(=O)CC)[C@@H]1OC)C)C)CC=O)[C@@H]1O[C@H]([C@H](OC(=O)CC)[C@](OC(=O)C)(C1)C)C,0,0.0
5807,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,1,1.0
214,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,0,0.0
5251,O(C[C@@H](O)CNC(C)C)c1c(OCC=C)cccc1,0,0.0
3870,CN1C(=C2C(=NC(=N2)Cl)N(C1=O)C)[O-].C[NH+](C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,0,0.0
2921,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1,0.0
4680,FC(F)(F)COc1c(C(=O)NC[C@H]2NCCCC2)cc(OCC(F)(F)F)cc1,0,0.0
2244,Cc1c([nH]c(=O)[nH]1)C(=O)c2ccc(cc2)SC,1,0.0
725,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,1,0.0
6390,S1c2c(N(C[C@@H](CN(C)C)C)c3c1cccc3)cccc2,1,0.0
49,C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br,1,0.0
6005,o1c2c(cc3c(oc(=O)cc3)c2OC)cc1,1,0.0
887,C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,0,0.0
5605,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1,0.0
4409,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1,0.0
516,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,1,1.0
3101,CCCCCCCN(CC)CCCC(c1ccc(cc1)NS(=O)(=O)C)O,0,0.0
139,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,1,0.0
2926,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,1,1.0
2818,CCC(CCC(C)C1CCC2C3CC=C4CC(OC(=O)C(C)(C)Oc5ccc(Cl)cc5)CCC4(C)C3CCC12C)C(C)C,1,1.0
3418,CCOc1ccc2ccccc2c1C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,1,0.0
463,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1,0.0
3807,CN(C)NN=C1C(=NC=N1)C(=O)N,1,0.0
4420,COc1ccc(C(=O)O)cc1,0,0.0
594,C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,1,1.0
450,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,1,0.0
5538,O=C(NC(=O)N)Cc1ccccc1,1,0.0
2929,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1,0.0
312,C#CCN(C)Cc1ccccc1,0,0.0
6203,P(=O)(O[C@@H](OC(=O)CC)C(C)C)(CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)CCCCc1ccccc1,1,0.0
