,smiles,hepatotoxicity,mito_toxicity
4993,NC(CN(O)N=O)C(=O)O,0,0.0
6327,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@@H](c1ccccc1)C(=O)O,1,0.0
942,c1ccc(cc1)C(C(=O)NC2C3N(C2=O)C(=C(CS3)CSc4nnnn4CS(=O)(=O)O)C(=O)O)O,1,0.0
2354,Cc1cc(=O)n(-c2ccccc2)n1C,0,0.0
5090,Nc1nc2ccc(OC(F)(F)F)cc2s1,1,1.0
5529,O=C(N1[C@@H]2[C@@H](C[C@H]1C(=O)O)CCCC2)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,0,0.0
5979,O1C([C@H](OC)[C@@H](OC(=O)N)[C@@H](O)[C@@H]1Oc1c(c2oc(O)c(NC(=O)c3cc(CC=C(C)C)c(O)cc3)c(=O)c2cc1)C)(C)C,1,1.0
1698,CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1C(C)=CC(O)CC1(C)C,0,1.0
6037,OC(=O)C=C(C=CC=C(C=CC1=C(CCCC1(C)C)C)C)C,0,1.0
4423,COc1ccc(c(c1)OC)C=C2CCCN=C2c3cccnc3,1,0.0
4078,CNC(C)C(O)c1ccccc1,1,0.0
4317,COc1cc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)c(OC)c(O)c3c2=O)cc(O)c1OC,0,0.0
4517,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,0,0.0
5838,O=C1N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC[C@@H](CC)C)CCN)[C@H](O)C)CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H](C(=O)N[C@H]1CC(C)C)Cc1ccccc1,0,0.0
985,c1ccc(cc1)CCCCOc2ccc(cc2)C(=O)Nc3ccc4c(=O)cc(oc4c3)c5n[nH]nn5,1,1.0
1821,CC(N)Cl,0,0.0
5563,O=C(NCCC(=O)O)c1ccc(N/N=C/2\C=C(C(=O)C=C2)C(=O)O)cc1,0,1.0
3758,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,1,0.0
6124,Oc1ccc2c(c1)[C@]13[C@@]([C@@H](C2)N(CC3)CC2CCC2)(CCCC1)O,1,0.0
981,c1ccc(cc1)CC2C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N2)Cc3ccc(cc3)O)C(=O)N4CCCC4C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,0,0.0
4059,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,1,1.0
3752,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0,0.0
5834,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1,0.0
5817,O=C1N([C@H]2[C@@H]3CCN(C2)CC3)C[C@H]2c3c1cccc3CCC2,1,0.0
4590,COCCOC(=O)NCCCCC(C(=O)NCCCCCOP(=O)(C)O)NC(=O)OCCOC,0,0.0
4024,CN1CCN(CC1)C2=Nc3ccccc3Oc4c2cc(cc4)Cl,1,0.0
1473,CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,1,0.0
4860,N1(C2C(C3[S+](C2)CCC3)N(C1=O)Cc1ccccc1)Cc1ccccc1,0,1.0
3921,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,0,0.0
3859,CN=C1CN(C(=c2cc(ccc2=N1)Cl)c3ccccc3)O,1,0.0
5184,O([C@@H]1[C@H]([C@H](O[C@@H]2O[C@H]([C@H](O)[C@](OC)(C2)C)C)[C@H](C(=O)O[C@@H]([C@@](O)([C@H](O)[C@H](C(=O)[C@@H](C[C@]1(OC)C)C)C)C)CC)C)C)[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C,1,0.0
1457,CC(C)(O)C1CC=C(CO)CC1,0,0.0
1395,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,1,1.0
264,[S@](=O)(c1[nH]c2c(n1)ccc(OC(F)F)c2)Cc1nccc(OC)c1OC,1,1.0
2748,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,1.0
4790,N(C[C@H]1CCCC[C@]1(c1cc(ccc1)OC)O)(C)C,0,0.0
2692,CC1OC2(CN3CCC2CC3)CS1,1,0.0
4020,CN1CCN(CC1)C(=O)OC2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,0,0.0
4086,CNC[C@H](O)c1ccc(O)c(O)c1,0,0.0
929,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,0,1.0
4510,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,0,0.0
3720,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,0,0.0
2400,Cc1cc(O)c2c(c1)C(C1c3cc(C)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc31)c1cc(O)cc(O)c1C2=O,1,1.0
2178,CC12CC3CC(C)(C1)CC(N)(C3)C2,0,0.0
5499,O=C(N(c1c(cccc1)C)CC)/C=C/C,0,0.0
246,[N+]([C@H]1c2c(c3c1cccc3)cccc2)(CCCCCC[N+]([C@H]1c2c(c3c1cccc3)cccc2)(C)C)(C)C,0,1.0
1594,CC(C)CC(N)C(=O)O,0,0.0
1758,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,1,1.0
6241,S(=O)(=O)(N1CCN(CC1)CC)c1cc(c(OCC)cc1)c1[nH]n2c(nc(c2c(=O)n1)C)CCC,1,0.0
4316,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,0,1.0
923,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,1,0.0
5556,O=C(Nc1ccc2c(=O)cc(-c3nn[nH]n3)oc2c1)c1ccc(OCCCCc2ccccc2)cc1,1,1.0
4730,FCOC(C(F)(F)F)C(F)(F)F,1,0.0
268,[S@](=O)(CCCCCCCCC[C@H]1[C@H]2[C@H]3[C@](CC[C@@H]2c2c(C1)cc(O)cc2)([C@@H](O)CC3)C)CCCC(F)(F)C(F)(F)F,0,1.0
669,C=CCCCCCCCCC(=O)O,0,0.0
4258,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,0,1.0
1910,CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,0,0.0
5221,O([C@H]1C[N+](CCC1)(C)C)C(=O)[C@](O)(c1ccccc1)c1ccccc1,0,0.0
5900,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Sm],1,0.0
1152,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1,1.0
5887,O=Cc1ccc(O)c(O)c1,0,1.0
5261,O(C[C@H](O)CO)c1c(OC)cccc1,0,0.0
6174,OCC1OC(OCC2OC(OCC3OC(OCC4OC(OC5(CO)OC(CO)C(O)C5O)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0,0.0
4999,NC(CSC(Cl)=CCl)C(=O)O,0,1.0
2696,CC1OCC2C(O1)C(C(C(O2)OC3c4cc5c(cc4C(C6C3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O,1,1.0
2591,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1,1.0
5420,O=[N+]([O-])c1ccc(-c2csc(CCl)n2)cc1,0,1.0
1781,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0,0.0
2413,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,0,0.0
3013,CCCCC[C@@](C)(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O,0,1.0
5597,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,0,1.0
2307,Cc1c(cno1)C(=O)Nc2ccc(cc2)C(F)(F)F,1,1.0
5898,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,1,0.0
687,C=CCSS(=O)CC=C,0,0.0
1915,CC=C1CC(C)C(C)(O)C(=O)OCC2C(O)CN3CCC(OC1=O)C23,1,0.0
6036,OC(=O)C[N+](C)(C)C,0,0.0
612,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,0,1.0
3071,CCCCCCCCC=CCCCCCCCC(=O)OCCN,0,0.0
3916,Cn1c2c(c(=O)n(c1=O)C)[nH]cn2.Cn1c2c(c(=O)n(c1=O)C)[nH]cn2.C(CN)N,0,0.0
3200,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,1,1.0
2267,Cc1c(c(c(cn1)COP(=O)(O)O)C=O)O,0,0.0
6153,OCc1cc2CC[C@H](Nc2cc1N(=O)=O)CNC(C)C,1,0.0
2533,Cc1ccc2c(c1)C(C(C)C)CCC2C,0,0.0
39,C1=CC(=C(C(=C1)CC(=O)O)N)C(=O)C2=CC=C(C=C2)Br,1,0.0
1898,CC=C(C)C(=O)OC1c2cc(OC)c(OC)c(OC)c2-c2c(cc(O)c(OC)c2OC)CC(C)C1(C)O,0,1.0
1649,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,1,0.0
5004,NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,1,0.0
258,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+],1,0.0
2924,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1,0.0
2434,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F,0,0.0
847,c1cc(ccc1c2cn(nc2CC(=O)O)c3ccc(cc3)F)Cl,1,0.0
2822,CCC(CO)NC(=O)C1CN(C2Cc3c[nH]c4c3c(ccc4)C2=C1)C,0,1.0
4697,Fc1c(N2C[C@H](NCC2)C)cc2n(C3CC3)cc(c(=O)c2c1C)C(=O)O,1,0.0
3339,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,1,0.0
3525,Clc1c(NC2=NCCN2)c(Cl)cc(N)c1,0,0.0
5432,O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,1,1.0
4424,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1,1.0
4147,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,0,0.0
1233,CC(=O)OC(C)(C)C1Cc2cc3ccc(=O)oc3cc2O1,0,1.0
1127,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,1,1.0
6022,O1N=C(c2ccccc2)C(=C1C)c1ccc(cc1)S(=O)(=O)N,1,0.0
1967,CC1(C)CC(O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,0,1.0
558,C=C(CO)C1CCC2(C)CCC=C(C)C2C1,1,0.0
904,c1cc2c(cc1Cl)C(OC(=O)N2)(C#CC3CC3)C(F)(F)F,1,1.0
2614,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1,0.0
3143,CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC,0,1.0
484,C[N+](C)(C)OP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,0,0.0
2211,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,1,0.0
1320,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,0,0.0
3833,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C)C(=O)Oc2cccc(c2)[N+](C)(C)C.[Br-].[Br-],1,0.0
2555,Cc1cccc(c1NC(=O)C2CCCCN2C)C,0,0.0
7,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,0,1.0
2315,Cc1c(O)c(=O)ccn1C,1,1.0
5426,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0,0.0
4679,FC(F)(F)c1nc2c(c([C@H](O)[C@@H]3NCCCC3)c1)cccc2C(F)(F)F,1,1.0
4610,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,1,0.0
5628,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,1,1.0
1450,CC(C)(CO)C(O)C(=O)NCCCO,0,0.0
1201,CC(=O)Nc1ccc(cc1)C=NNC(=S)N,1,0.0
2426,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,1,0.0
2648,Cc1nccn1CC2CCc3c(c4ccccc4n3C)C2=O,1,0.0
1814,CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21,1,0.0
5245,O(C(C)(C)C)C(=O)N[C@H](c1ccccc1)[C@@H](C(=O)O[C@H]1C[C@@]2([C@@](C(=C1C)[C@H](C(=O)[C@@]1([C@H](C[C@H]3[C@@](C1[C@@H]2OC(=O)c1ccccc1)(OC(=O)C)CO3)O)C)O)(C)C)O)O,1,1.0
2726,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,0,0.0
773,c1c(nc(s1)N)C(=CCC(=O)O)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,1,0.0
2274,CC1C(C(CC(O1)OC2CC(Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O,0,1.0
1011,c1ccc2c(c1)[nH]c(=O)n2C3CCN(CC3)CCCC(c4ccc(cc4)F)c5ccc(cc5)F,0,0.0
4322,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,1,1.0
3168,CCCN1CCCCC1C(=O)Nc2c(cccc2C)C,0,0.0
6089,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,1,1.0
1991,CC1(C)CCC2(C)CC=C3C(C)(CCC4C3(C)CCC3C(C)(C)C(O)CCC43C)C2C1,0,1.0
1277,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,1,1.0
1783,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,0,0.0
4545,COc1ccccc1OCC(O)COC(N)=O,1,0.0
446,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,1,1.0
880,c1cc(oc1C=NN2CC(=O)NC2=O)[N+](=O)[O-],1,1.0
5828,O=C1N(Cc2ccccc2)C2C[S]3CCCC3C2N1Cc1ccccc1,0,1.0
5715,O=C1C(c2[nH]c3ccc(S(=O)(=O)[O-])cc3c2O)=Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+],0,0.0
2727,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,0,1.0
3048,CCCCCc1cc(c2c(c1)OC(C3C2C=C(CC3)C)(C)C)O,0,1.0
5141,NNc1nncc2ccccc12,1,1.0
781,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,0,0.0
2651,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],1,0.0
6232,S(=O)(=O)(N)c1cc(C(=O)NC[C@H]2N(CCC2)CC)c(OC)cc1,1,0.0
1749,CC(Cc1ccccc1)N(C)Cc1ccccc1,0,0.0
2126,CC1=CC(=O)C2=C(C)CCC3C(C)C(=O)OC3C12,0,0.0
2260,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(n2)N,1,0.0
2791,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,0,0.0
2423,Cc1cc2c(cc1C)n(cn2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5=NC4=C(C6=NC(=CC7=NC(=C(C8=NC5(C(C8CCC(=O)N)(C)CC(=O)N)C)C)C(C7CCC(=O)N)(C)CC(=O)N)C(C6CCC(=O)N)(C)C)C)CC(=O)N)C)O,0,1.0
6263,S(=O)(=O)(O)CNCC[C@H]1NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CCCC[C@@H](CC)C)CCNCS(=O)(=O)O)[C@H](O)C)CCNCS(=O)(=O)O)CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(C)C)CC(C)C)CCNCS(=O)(=O)O)CCNCS(=O)(=O)O)[C@H](O)C,0,0.0
5523,O=C(N1[C@@H](CCC1)C(=O)NCC(=O)N)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)CC(C)C)CCCN=C(N)N,0,0.0
883,c1cc(oc1C=NN2CCOC2=O)N(=O)=O,1,1.0
4691,Fc1c(c2cc(c(O)cc2)C(=O)O)ccc(F)c1,1,1.0
1091,c1nc(nc(=O)n1C2CC(C(O2)CO)O)N,1,0.0
6261,S(=O)(=O)(O)c1cc(c(cc1)C)C,1,0.0
5166,O([C@@H](c1c(cccc1)C)c1ccccc1)CCN(C)C,0,0.0
531,C=C(C)C1C2CC3(C)C4(CO4)C4OC4C3(O)C1C(=O)O2,1,0.0
5451,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,1,0.0
2438,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,0,1.0
5196,O([C@H]1[C@@H]2[C@@H]([C@@H](c3c1cc1OCOc1c3)c1cc(OC)c(O)c(OC)c1)C(=O)OC2)[C@@H]1O[C@H]2[C@@H](O[C@@H](OC2)C)[C@H](O)[C@H]1O,1,1.0
4712,Fc1cc2onc([C@H]3CCN(CC3)CCc3c(=O)n4CCCCc4nc3C)c2cc1,1,0.0
2608,Cc1cnc(s1)NC(=C2C(=O)c3ccccc3S(=O)(=O)N2C)O,1,1.0
5253,O(C[C@@H](O)CNC(C)C)c1c2c(ccc1)cccc2,1,0.0
2290,Cc1c(c2c3c4c1OC(C4=O)(OC=CC(C(C(C(C(C(C(C(C=CC=C(C(=O)NC(=C5C3=NC6(N5)CCN(CC6)CC(C)C)C2=O)C)C)O)C)O)C)OC(=O)C)C)OC)C)O,1,1.0
1727,CC(c1cccc2c1cccc2)NCCCc3cccc(c3)C(F)(F)F,0,0.0
610,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4.CS(=O)(=O)O,1,0.0
570,C=C1C(=O)C23C(O)CC4C(C)(C)C(=O)CCC4(C)C2CCC1C3O,0,1.0
1979,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1,0,1.0
1317,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,0,0.0
343,C(C(CON(=O)=O)ON(=O)=O)ON(=O)=O,0,0.0
587,C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21,1,0.0
4996,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,1,0.0
636,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)c3csc(n3)N)SC1)C(=O)O,1,0.0
434,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,1,1.0
1903,CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)C)C(C)O)C12,1,0.0
3215,CCN(CC)CC(=O)Nc1c(cccc1C)C,0,1.0
97,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,1,1.0
3961,CN1CCC(=C2c3ccccc3C=Cc4c2cccc4)CC1,1,0.0
3940,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1,0.0
4597,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,1,0.0
6111,Oc1ccc(/C(=C(\CC)/c2ccc(O)cc2)/CC)cc1,1,1.0
2069,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,0,0.0
1537,CC(C)C(C(=O)OCCOCn1cnc2c1[nH]c(nc2=O)N)N,1,0.0
3588,Clc1ccc([C@H](OCCN(C)C)c2ncccc2)cc1,0,0.0
3688,CN(C)c1c2c(ncn1)n(cn2)C3C(C(C(O3)CO)NC(=O)C(Cc4ccc(cc4)OC)N)O,1,0.0
4417,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,1,0.0
3648,ClCCN(N=O)C(=O)NC1CCCCC1,0,0.0
5097,Nc1ncnc2c1ncn2C1OC(CO)CC1O,0,0.0
3824,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,0,0.0
1517,CC(C)=CCCC1C(=O)OC2CC3(C)C4=CC(=O)C5C(C)(C)C(O)CCC5(C)C4CCC3(C)C21,1,1.0
965,c1ccc(cc1)C2=NCC(=O)N(c3c2cc(cc3)Cl)CC4CC4,0,1.0
5636,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1,1.0
528,C=C(C)C(CC=C(C)C)Cc1c(O)cc(O)c2c1OC(c1ccc(O)cc1O)CC2=O,1,1.0
176,CCCC1=CC(=O)NC(=S)N1,1,0.0
2470,Cc1ccc(C(C)C)cc2c(C)ccc1-2,0,0.0
4829,N=C(N)N1CCc2ccccc2C1,0,0.0
2090,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,1,1.0
3001,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,0,1.0
5485,O=C(CCCCCCC(=O)Nc1ccccc1)NO,1,0.0
3425,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1,1.0
572,C=C1C(=O)C23CC1CC(O)C2C12COC(O)C1C(C)(C)CCC2OC3=O,0,0.0
5517,O=C(N1[C@@H](Cc2c(C1)cccc2)C(=O)O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,0,0.0
3755,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,1,0.0
592,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O,1,1.0
5319,O(CCN(C)C)c1ccc(CNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,1,0.0
3062,CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O,0,0.0
5466,O=C(c1ccc(c2ccccc2)cc1)CCC(=O)O,1,0.0
2374,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,0,1.0
3064,CCCCCCCC(=O)O,0,0.0
6017,O1Cc2c(c(O)c(c(OC)c2C)C/C=C(/CCC(=O)O)\C)C1=O,1,0.0
5417,O[Fe]=O.O[Fe]=O.[Fe],0,0.0
4991,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,0,0.0
4486,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0,0.0
2208,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,1,0.0
4141,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,0,1.0
2492,Cc1ccc(cc1C)n2c(=O)c(c([nH]2)C)NN=C3C=CC=C(C3=O)c4cccc(c4)C(=O)O.C(CO)N.C(CO)N,1,0.0
4271,COc1c2ccoc2cc2oc(=O)ccc12,1,0.0
383,C(CS)N,1,0.0
852,c1cc(ccc1CCc2c[nH]c3c2c(=O)nc([nH]3)N)C(=O)NC(CCC(=O)O)C(=O)O,1,1.0
1880,CC[N+](C)(C)c1cccc(O)c1.[Br-],0,1.0
370,C(CCl)O,1,0.0
3866,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,0,0.0
4817,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0,0.0
5562,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,1,0.0
5526,O=C(N1[C@@H](CCC1)C(=O)NNC(=O)N)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)COC(C)(C)C)CC(C)C)CCCN=C(N)N,0,0.0
3670,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0,0.0
6375,s1c(C(=O)c2ccc([C@@H](C)C(=O)O)cc2)ccc1,1,0.0
3652,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1,0.0
1105,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,0,1.0
2068,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1,1.0
